user_id,customer_id,android_id,trans_time,advertising_id,advertising_id_id
18,1628568,2e7b05fddbba0064,2020-07-13 07:05:05,427e60f5-1eef-4f59-93a3-27f6ea3381ba,21136
19,3697352,11687f05bf84ed6f,2020-07-04 05:55:16,e885307f-20de-4134-bb40-88af409c4507,23342
20,4054399,abfca0d64f45da04,2020-07-16 07:45:19,9defc06a-c584-496f-b2fd-e738ac9b711c,20322
21,4290530,e1f77bbd744c8598,2020-08-05 20:15:18,7d0cd643-b335-4d9b-93d5-d3bec74955f5,18041
22,880193,fb67e348a504db10,2020-07-14 11:30:23,88c87a2d-0389-4b83-92c0-99a26d65cd36,12532
23,4148588,0f7e9c96b624a217,2020-07-10 16:40:08,aab5e5b6-4e01-4d1a-a830-63f893c13a5c,25067
24,4278274,04ef9529e445dc1d,2020-07-28 12:15:24,a0212479-ba4a-4a0f-a797-c00517dc1d57,14296
26,4040899,2c6e574ae403e980,2020-07-26 09:40:02,e9169c35-fbe9-47e9-85a8-1fb1d80245e9,30896
27,4245085,7e1f8ace04415364,2020-07-07 12:45:13,5e529735-f0ea-4c56-91a6-bb7511a52f4c,30726
28,4264680,b04ab427d971e7a0,2020-07-19 15:15:25,a05d035f-2512-40b0-952f-d79ec904c1ed,29070
29,1371013,20db5448087bf584,2020-07-28 15:45:14,4a654823-e1d5-4449-ae10-1850b10cfc4c,20032
31,3438483,34a5596fc0290b2d,2020-07-22 15:50:09,696123b4-bb42-4cb1-a4db-13312f0c2d24,28178
32,4258554,6c882dca9bff73df,2020-07-16 07:45:26,ae1c05ec-c844-4038-8922-dcba08a882d3,6014
33,4221454,7b63d71e5d1fe014,2020-06-20 10:40:18,687164c0-27b8-4a41-9fd2-c3079917ec4d,28365
34,4220955,49d77733aec21bf7,2020-06-20 09:45:19,c9d7bad1-c9d8-4d3a-87bd-b706d5e9f7be,8313
35,4264060,4c0b0ccf75f344ae,2020-07-19 13:30:02,1876a65d-951f-43ed-b45f-e6b21c176d6b,30563
36,4281257,97a950abd64af2ed,2020-07-30 17:45:15,05320112-1aa4-4015-87d4-c1d0172e7e42,19420
37,4233375,6630da1dcc0d81e4,2020-07-03 19:40:14,94cd003d-4034-4247-ae32-33cee9d58512,9834
38,4281565,32819c44a2558c8b,2020-07-30 10:35:22,83ff9672-8213-4faf-b6d7-a8b86cf21fcb,29069
39,4260617,3aeb405847c29d67,2020-07-17 16:15:11,cfd9b5d5-0759-4b8f-aa7a-75d90445b4ca,19768
40,4268989,e850d7965c86f6bf,2020-07-22 14:55:25,59aeeaf5-59f6-4c62-a5ee-40fb7ed46640,10987
41,4257587,90200c6d3a95141a,2020-07-16 09:20:19,05b6bcce-6352-47d3-aa14-1ed11b74365c,16255
42,4238764,f93cf264cf8591d3,2020-07-03 21:05:10,c14a0e50-8c69-4565-af6e-58fda01d8374,27937
43,4272132,c61205ec628abe91,2020-07-24 09:45:29,57ea2258-6075-4652-906d-4736e0c76617,23601
44,4267203,48cb893f5a833b11,2020-07-20 17:00:12,86fb7a05-f64a-4cd7-a7c1-e24d361c6133,7452
45,4263167,c0f2ecd132a6bb1c,2020-07-19 06:20:05,191d1c88-a2fa-4046-b2f7-905beab79b8f,27842
46,4236085,e69b8c7051700a09,2020-07-02 14:40:11,502158c5-8c41-4b92-ad84-28e5dd8ff4c0,12560
47,4276051,6519cd3e8273f816,2020-07-26 20:20:08,f098668e-abbd-4237-8d66-e84ee1ce335c,9147
48,4286026,3f334fb5b77d6f23,2020-08-02 09:55:19,406410f1-4b8a-42fd-84d6-b1777544b702,4611
49,1570399,cc28ec9b6dae364e,2020-07-17 19:35:07,ff4b44c7-2388-4232-adff-fbac507d3302,7695
50,3506237,dcc4e7aa1289b66a,2020-07-23 12:35:22,de5eb1b0-fd5c-4cf7-bbfd-d155b6b84fe2,9988
51,4284209,5a7eb69e4d429612,2020-08-02 10:50:10,90aa3e10-efa5-458d-b7eb-25c52d68fdb3,21186
52,4283819,81d40ba49a903dd2,2020-08-02 19:55:07,6176506b-96e5-46fc-9618-a8b31320f94d,23341
53,4242683,1021b689eb8df955,2020-07-06 10:55:20,632cbc65-64ef-4946-a9fa-5d3e54ac004f,17009
54,4251652,8280f8cae49f30c1,2020-07-12 06:20:01,6f166b01-09a5-4222-83cf-7ce315539d28,30897
55,4227085,c745ef8ecd5ffefa,2020-06-25 12:30:06,e66a96d1-91a9-41f1-a1b7-4100443787e7,24797
56,4250880,744423a2c4710c35,2020-07-11 13:45:06,c87a679c-541f-4ed3-815b-c52ff85f28e5,21780
57,2979756,5c8bc95c5e6a168e,2020-06-22 12:40:07,c238add6-5df5-442a-848a-9cec32c5675a,4547
58,4256152,b736bf1f7d83076d,2020-07-14 19:25:06,4cfb2a14-0942-4773-bbc5-05573fcb219a,26846
59,4251839,f37b939a468ffca7,2020-07-12 09:55:07,f1cdaead-459d-44bb-85ce-7858bdadae59,25645
60,3673296,c7ec1ee70bc39d98,2020-08-02 15:35:15,f3060844-3540-4f7a-ab9a-3240698b32cd,6772
61,4250291,146446b86753c9f6,2020-07-21 19:50:19,ee6c2108-dbdf-4c15-9c23-43708a1358e5,12363
63,4191693,0e820c5b93186024,2020-07-14 15:15:15,9fd58731-7abe-4b93-934a-c919192bfa2d,7166
64,4272257,2a7d8e0456218ad2,2020-07-24 11:05:15,0b1c8304-9ed7-4e59-80b4-16bf5e6c2e14,9016
65,4179702,40afc0fa1547dc54,2020-07-23 16:55:09,ab8157c4-f8e9-47cd-89a6-c4bc41d0081d,24985
66,4227280,00958ee357aacca3,2020-07-08 12:05:02,cb96b36d-caa8-4044-9aa8-0a70dddcda26,7449
67,4227095,c5fbb34178ec1025,2020-06-25 11:45:13,2cb501ea-f59e-455d-8140-080f73246a63,26698
68,4265813,924d4f489f74d49e,2020-07-19 19:45:16,83fdded8-7cd5-4ec5-b82c-9b26a4fe5bad,14257
69,4262405,9941b560433ceae6,2020-07-21 06:45:13,d54d7458-0b5f-4cda-b1e5-b50e9d3e352c,18904
70,349199,fcd3974c8edb81f0,2020-07-31 17:45:05,a17f5e49-f99d-424b-a326-462aa235be67,9405
71,3728476,a06d45c1bdbda3df,2020-08-01 19:50:05,693d55c0-5324-4651-9bc4-ead1fb8fa99b,31204
73,4280760,9be931e6da814c61,2020-07-29 19:05:13,004de4d7-6bc3-4798-92b4-3880d6b61527,8245
74,4281840,c95a10be3e9228aa,2020-07-30 12:45:26,fbea4d08-a55b-4540-a46c-53e3c2dec8e1,19514
75,3821035,e81c68b10c5559b9,2020-07-02 17:50:11,409b0930-f53e-4e5a-b597-c848fcb26168,25355
76,4159458,967f2d91901d57f5,2020-07-06 11:20:10,29743728-a347-42cc-b4fa-bf1f7e73f813,15817
77,858631,39017a2388cfdad2,2020-07-07 20:55:19,6d5bda25-6be6-42a9-adc4-246d4156937f,17192
78,4283127,93ede0cdd2de486b,2020-07-31 12:45:19,246bbf28-bb21-4e36-a8c4-e3e7f0353dc3,22399
80,4187745,b719b61e8c30ac8e,2020-06-21 06:30:11,d670b3e4-8825-4a8e-a80e-d7c1c491a804,21807
82,4226194,a48854a5d96c4a9d,2020-06-24 15:15:11,cb0da6d0-f947-48b3-b250-2248710b911f,18277
83,4232172,c87f03287ad0ebc9,2020-07-07 22:50:12,fea08d1d-f205-495e-8fd6-28603b9ddb86,7250
84,4252812,c46425bb1f4f1cab,2020-07-13 13:30:27,314c56e9-dee4-4485-af72-c1d9784c6415,19727
85,4280448,e561cad1fafcfe1a,2020-07-30 11:15:20,48161bf8-635b-438c-b172-a14598bd59ef,9297
86,3599566,9b4d33681c001cec,2020-07-29 11:10:02,07d30bc1-fe74-4e91-9e6b-829016c6f5d7,30476
87,4291273,4a814ad034345693,2020-08-06 08:25:26,5f60e6b4-2088-4424-9048-57dac757330f,17425
88,4227247,e590d68a72718b63,2020-06-25 12:45:08,fe84dcba-d850-4746-b431-7bf2eba3227e,26694
89,4214242,649ad67d774f44f0,2020-07-19 19:00:17,f1ea4f62-9354-43a8-8909-fb31c63fd7e4,21378
90,3923444,2a4c2d98ddbbc157,2020-07-17 22:05:13,d5158eb5-ba03-4e65-a8ce-a31611826c30,13941
91,4229458,3456b0f6e111f4b2,2020-06-27 12:15:06,1c0c56a2-d140-49c8-89d7-accdc87df6d3,4122
92,4222123,52e892327cca76dc,2020-07-18 12:45:10,e7d29ac9-2509-4385-a3ec-00e2ce4d6aa4,18971
93,4260463,22fff75f751309f8,2020-07-17 12:35:17,942f19b0-a96f-40b9-9f5a-0259dbeff881,7796
94,4123165,530fb2f99abcd2e5,2020-07-29 12:05:11,0c668e90-723a-469d-ad09-ae09f9ffc06c,27128
95,4249798,79af7c31fc0761f7,2020-07-18 14:50:07,aef09dfd-dc9b-4e38-b32a-c14d9b76f323,9281
96,4246959,7848499bb029267b,2020-07-09 07:35:08,05b7334c-9881-4223-89cd-a15425281caa,18501
97,4280639,a71260c786b1d4ca,2020-07-29 17:25:13,d28f784e-3e82-466b-9e5b-e6e82a0c603e,24047
98,3972874,b3300a509b41c2bf,2020-07-30 10:45:24,c4be9ca4-188d-4afa-b8dc-7f90fb7a6ee0,16589
99,4253097,97c33bdd74d9e28c,2020-07-13 11:55:04,5698c246-9408-4f5a-adc6-1f94417755d5,30951
100,2313874,486e4b0453d90a14,2020-07-23 20:25:15,a7e9f7dc-35a0-439e-9f16-c4d6c6fcea81,24888
102,4239784,4453ac6bb6cbac5e,2020-07-15 10:15:20,1b1439b5-6b28-4a9f-9939-e3f895f29601,14252
103,4257468,bc336d8f87370b47,2020-07-16 13:55:05,2370078c-35fb-4414-8175-8b10c4a8ceb3,10956
104,4281064,4f552106bff9a8f0,2020-07-29 22:15:12,d8dc7676-4ca3-4bae-bfb7-edccec1e4241,21380
105,4270161,75c3a34ca28676cc,2020-07-22 16:25:07,59395f82-0916-426c-a499-6bdde7e203a8,23660
106,4226354,72cb87436293a700,2020-08-03 01:17:21,fd6734f6-6306-4c35-85cd-c2bab249bcbf,12865
107,4291238,65e726a29acaebec,2020-08-06 07:55:17,44e2eedc-b50d-40c3-9eb5-acc6f4872faf,13179
108,4256232,c58dac6d63c1deed,2020-07-14 20:15:10,0f1bbf55-d1e7-4a52-a819-ec4cd3efeb2a,17030
109,4230078,f3c66ed1ed9a2154,2020-06-27 16:45:09,7feace0c-7b7d-4054-bfe8-a67a9a59692c,17603
110,4284523,3790bd131bd6d46f,2020-08-01 18:50:09,94d23efc-92e6-435b-aa01-1e61faa96bb6,22595
111,549310,f73397ac5e1b154e,2020-06-29 16:30:11,0d27b54a-2a8a-4f93-9999-32709461e4df,8367
112,4171406,f835eff21caf7384,2020-07-08 10:45:07,a602bc03-aeb8-49c4-9a6b-9ac1c697c558,22596
113,3719359,cffa8febae4b01f3,2020-07-25 21:10:08,d93db871-2c13-4fbf-807f-9620c9bcf69f,14554
114,4226939,8f97b99ff6d309e7,2020-06-25 10:10:13,09472c75-4811-4bff-be97-2ea79b682ff9,7653
115,3941405,fb887a8f360cc71d,2020-07-18 16:50:11,4a298bd5-3a61-4c3a-b0ce-5d7866a63f99,29462
116,4002904,5ece68293170f5ff,2020-07-10 10:30:15,50c8da81-6688-4af2-9bbc-7e74cbf7f028,26413
117,4158904,0c0d1255ea2c05ce,2020-07-08 22:20:09,e298b4c2-02ff-41d2-8be0-dedf287ef75e,15425
118,4042258,095fd9ebb1589bcd,2020-07-04 10:35:09,a9529a31-1394-410f-8941-45433c79007f,21882
119,4254138,98bcfb9f3c3c73ea,2020-07-13 14:45:17,5b5df76b-5fcc-46e1-a9f5-af77f489372a,20601
121,2611192,46b97bfbca28e5c2,2020-06-23 19:50:07,7f18f712-081b-4b66-8925-707b9b75c832,18933
122,4263173,3ccc3fa6f1522367,2020-07-18 13:55:09,86e74654-cba4-4c67-bd4e-9b60cd7c44cf,9705
123,2049265,3535c09d5e0ae450,2020-07-22 19:00:09,9b3370a4-9239-44ee-a546-2d710566163d,19731
124,4246105,ce5607f8fcb00e23,2020-07-17 02:05:08,9bee1cfc-82be-453c-bd54-9747397a5a58,12585
126,4280331,cf283146aa1d4109,2020-08-03 12:05:09,46ff3f0e-3480-44cc-813c-493ba41a8a77,28826
127,4265080,18cd9ad2200a9a66,2020-07-22 18:15:18,a025b408-85ea-4790-8eec-4b47a7b4e0be,30271
128,3770778,3f23690349533e5c,2020-06-29 12:15:10,e5f509fd-d8eb-479c-ab23-a14e44b9e741,29856
129,4275129,c488e08139528026,2020-07-27 05:00:11,20e266ea-ec2d-4faa-aa05-c8e0b9149734,27051
130,4255491,65967b1da1b0de60,2020-07-14 13:15:27,d8f1090c-612e-4e9b-bfb9-24c8d04d79b7,25356
131,4288407,8841ec65876bad4a,2020-08-04 13:31:23,19f8ff71-94d1-4fab-877b-e5a37f59bcc5,15975
132,4236793,56d7531d8261e640,2020-07-08 12:20:07,6a0a9d0c-931b-4d74-861e-b294ce05c4e6,13019
134,3578825,493a551f9917d13a,2020-07-16 09:45:05,e93f9f9b-d6a1-4f95-b9eb-b9db5d2e0e25,8291
135,4291055,c8a83b231c8d20ae,2020-08-06 02:35:05,dad320a7-15bf-41ff-ac01-364f81dd1f26,1169
136,4258178,70f5d032fa8889fb,2020-07-15 21:20:11,7c9f3b60-08e4-4f3c-9852-94c6b2cec00f,22312
137,3856119,2b1669309453f71c,2020-08-05 08:05:23,4472a4ba-d18c-4881-9d70-8b8ea0b643a2,25130
138,3978903,8a409f89570ac16c,2020-07-01 18:00:09,aa153e01-9446-4a72-9722-9c50165af011,25264
139,4225270,a7b5998517a360c6,2020-07-07 11:35:12,a5d8f08c-1bf4-4b4d-bb19-b0826aa79bb5,3314
141,4263536,7978e636e5c42a82,2020-07-19 09:00:13,cd3716e2-6b6f-4c1f-95bd-170e114cab5c,23099
142,3970827,47f72b7217e30047,2020-07-06 13:20:16,4c62df36-5b1b-43b6-92ac-eb6d9e67ea20,29054
143,4287627,ec82e10b1395f543,2020-08-03 18:30:10,ed4598d6-789f-4218-b84b-f33cece9300e,5365
144,4236602,5b398ea6710122b1,2020-07-03 11:00:08,4d8f2633-d531-4aca-9a93-f2bb0583cfcb,30677
145,3310359,6ed422fbac0588bb,2020-07-19 15:25:06,867861fc-43b9-4b53-bc43-93318b24ec41,150
146,4269666,0a5c661814ad2ca2,2020-07-22 11:30:08,38242829-2ebf-42bc-9a18-173580b66ea9,14712
147,4257281,8f7103d054b1ac05,2020-07-15 13:05:38,aeebf115-baac-47af-9445-658771efa8e8,29923
148,4260697,1c40452bb5a651e0,2020-07-17 14:15:41,ddc08b9d-5866-4002-ae6a-85a3fcb63dcc,25205
149,4249030,6bf948584953eee6,2020-07-09 22:55:11,8fc5c5be-4e99-4556-a958-4fdfc46a0b47,20046
150,2355708,c155679578c60a65,2020-07-13 20:35:06,e5fcef05-e36b-42fa-8dcd-eac0d40cbe77,29887
151,4248597,b2044b2712a939d2,2020-07-10 09:25:15,39e9d7d4-5e0b-4d68-83b9-52e31803aae0,30316
152,4259196,c3cf60616c1dbc19,2020-07-16 15:00:15,7e681a6b-9404-4f45-a3a4-5fadf782cdb0,27105
153,4268625,c53629e495ecac5c,2020-07-21 15:30:11,0794a5c5-d18e-4ed1-b0b8-af15ee9281ca,4387
154,4188724,3a7c77932c3301b0,2020-07-24 06:05:07,965bcc15-ec79-459d-b97b-3774c7ac13bb,14524
156,3619801,7bc64922d473c6b0,2020-07-30 17:05:11,d2a6a710-5b6c-4f9e-8b21-3b1fb84a1908,7959
157,4237347,c4f4323d6a3801ae,2020-07-10 17:30:04,4cbf89c3-fc37-4f85-bc24-4693136c3c68,8104
158,3547574,ed35d0361acff8fc,2020-07-14 13:35:04,4b3c5293-cacc-46c4-b1ba-6c89715201af,9693
159,3872458,a3816dbd7506e772,2020-07-12 12:35:16,9aefe8d2-0b5e-4e4e-b39b-8298d212021e,18211
162,4238708,e3ab52dd19b655d4,2020-07-06 10:55:10,294f2d0a-c7d9-40cf-acf0-6a22bb697199,18351
163,4249299,36261c3e0a137fea,2020-07-29 11:15:14,413b92ea-a8da-4149-9d8f-cc62a0817c82,1528
164,4243321,707e863c9ead1b30,2020-07-07 09:40:09,3c69ab92-c508-49d4-98fd-bfa24ad614f6,10338
165,4286399,dc8a98f622dbe1a4,2020-08-02 16:30:17,877a5ae6-f815-4517-a682-93665954c974,22057
166,4237187,164c4aeea0142c73,2020-07-03 06:50:08,b602a355-fe6b-41e9-bc14-d897cdde8b9b,13372
167,4232106,26b6ce1db9757a5f,2020-06-29 19:30:08,2f04ae79-4ff1-40f3-8cdc-27e18fa6d449,3770
168,4242315,7161d3510f4edd0e,2020-07-27 11:45:33,f15ddeb4-3758-4782-987a-48b33a8c1318,5587
169,2375428,a5218bb7499de031,2020-07-09 13:00:05,b2cf9448-63c2-4dc4-8a20-d79cf2e3af7f,28882
170,4273086,ccd6b3de42fe0607,2020-07-24 22:25:08,6d9a851a-f1ea-443d-931b-eebb5445d005,19248
171,4233923,9f7820a60b983fb0,2020-07-04 08:35:10,c88a9733-07f9-499d-9410-a166d86850d1,13154
172,4216582,f3819fe86f2c0624,2020-07-29 16:35:05,ca3e2bea-e959-4b75-8b57-6f9ae7448af9,28673
173,2951998,f47f6d83e3f7c447,2020-07-15 12:15:07,ef0627d2-cea7-44c2-88a7-a7d832ffeac8,24602
174,4215810,606e4a445f9f88af,2020-08-05 08:50:08,c53aa6e8-d316-4c4c-8080-8aa4015a2b1d,15672
175,4177669,06457391ceca3511,2020-08-01 15:55:23,0bb22d4b-ead7-45be-914a-0964697311fe,21924
176,4250687,c6eb49e63e2266a1,2020-07-11 11:45:11,3b730d97-2d14-4927-918c-d17385d92a9a,5159
177,4103937,8b1e131ca75a4f65,2020-07-20 18:15:01,e26af70f-a50f-413f-87a2-d1617d8a7bf6,25267
178,4261282,003127f8cedcbe38,2020-07-17 17:10:20,bcf4362f-3baf-4ad4-9e09-6c9d4e1511f5,18949
179,1640924,b760d3784b3f93cb,2020-07-06 10:25:42,12e4846e-0d8f-4034-beb2-fff9fda47449,2980
180,4257687,bf85345297967feb,2020-07-21 08:10:01,3737808f-bf0d-43c7-a5b2-1b13ab4b6feb,18532
181,4250695,f974ef7f0c84dc05,2020-07-11 17:05:06,fe51f65d-0273-4979-b55d-be30b2179240,30137
182,4278323,1cbd547fefdaeea8,2020-07-28 12:55:15,30406a35-9f7b-408f-b521-49565321a42d,16656
183,4244405,c1f4e219a44b7221,2020-07-17 15:55:13,58b4d1d6-f9ec-4c8f-ba0b-ed2d7191fd04,26535
184,4123099,cbf305dc557eb7ed,2020-07-12 20:35:12,b812a7d8-d79a-4f76-83ff-c831036bcad9,22313
185,3976680,b82d078b757d36ba,2020-08-06 15:05:21,dd8fec4e-1da3-4c10-abbc-0b1df10239c4,26457
187,504544,dd4cbb51dcfb42dd,2020-06-29 13:50:08,f1a2dc92-b9d3-473c-9316-3eabb209a520,23877
188,2487457,a60b8638aadb4eba,2020-07-19 20:05:05,3e2364e5-d62f-4ac9-bd66-80dda520a173,2590
189,4152521,095ca1b7b6c2c360,2020-06-20 09:10:12,d6e48c7b-f991-4c57-b543-e770bccfbfea,1990
192,4264407,caf27de511eb4d8a,2020-07-24 01:04:57,77be5326-6ed5-427f-a1c7-2ef1913e1cb9,9377
193,4254428,815b302424ed9958,2020-07-13 18:25:16,848c9282-cc07-422d-ab99-447ec6be3ab0,15111
194,4228820,d3b346a7766486aa,2020-07-10 10:10:25,2f39fe90-a2f5-457d-be85-82ef965cc044,3105
195,4273099,5c7e66b5cb1a5698,2020-07-24 22:45:07,ccc845e1-feef-4116-8d36-d93999708031,23218
196,4279225,59762c767c5cb421,2020-07-31 15:10:02,f3ec0692-1b55-4089-84aa-a9d180d76131,19341
197,660050,952729af6e6b0932,2020-07-19 15:25:21,e6067efd-0d43-4834-ac17-6ffbe26285ed,20354
199,4159245,059e81a0621b2248,2020-07-06 18:35:16,23e06ab8-2f91-44db-98a6-cada196eb2b9,3637
200,4276819,54c171e854a07739,2020-07-27 14:15:06,243befab-1c4d-41a2-ad91-c0704e11ebac,31298
201,4202939,b15bebe80677dab6,2020-06-24 17:25:06,018908d8-a852-4cf1-a712-75313b16bd0f,28690
202,3760789,565c1db56bb642dc,2020-07-24 10:03:17,1e9642f8-2250-4449-9721-b5471c9c2bdf,12431
203,4270537,ef89d8fbe8172a8e,2020-07-24 12:00:11,4247ef38-ddc9-4ed3-8b8d-9c004a78a8a6,20355
204,4210430,98b08a3556e27a39,2020-07-14 08:35:21,d97f2f4c-03c5-42f5-9f52-84b09fd46ad3,10236
205,4262929,a1aa04c21ddcfead,2020-07-18 12:25:17,2674e5e5-b8ac-43c2-90e8-1c672bcb26d1,25738
206,4271434,e48f85f3bdd1c61a,2020-07-23 16:40:06,8b73e4fc-1397-4e76-9ac0-7679038faf0c,14066
207,4266228,79b4a09d281a5a3d,2020-07-20 06:35:13,3742e26b-2804-4e3c-93ea-4dbda27d1aae,6788
208,4248696,2c276a6476970c1a,2020-07-09 19:30:07,b4c4bd2d-fb6f-4349-8486-92a4d18efc15,1845
209,3851445,5966a4ead911f582,2020-07-10 09:30:23,6112a766-47a4-4a38-957a-7c1e3ef271b4,26566
210,3994740,e7bcb9846ad72036,2020-07-26 15:15:13,b049b030-6c26-4534-9f1f-130b7a48f3fb,6281
211,4241669,f73083dab31bed80,2020-07-17 13:30:04,a6918608-8781-48fa-81b0-353c9d688b54,31375
212,4058029,9035ab97531a22c2,2020-07-14 11:30:19,380e83a5-13b5-48a1-ae8a-5f8feee087a2,18632
213,3448372,8c59e4a6e69a32cf,2020-07-14 14:40:34,be218c78-91b1-4d15-88dd-266e77727d4d,11015
214,4229405,1be05c95e9f003b2,2020-07-19 18:50:04,d5ad2497-63d6-439b-95ca-c9782ad8c402,21525
217,764315,b7b4f05e2aef313a,2020-06-26 11:05:06,b9f486a7-1e5b-4580-8ddc-0c160dd241e8,21006
218,4255403,9fd0643cd302ee6d,2020-07-15 09:45:27,3d88cb8a-0d38-4545-ac1b-e14bd0cceefe,28898
220,3429701,1fe67389fc51f6e0,2020-07-31 19:15:07,5f4e447f-9ee8-4372-a008-45eed551e6aa,30096
222,4281561,db68b11f24ebb03e,2020-07-30 09:35:25,1c225d27-ed56-4541-8513-88db238bdd45,19522
223,1384973,e235421b78f4790f,2020-07-19 05:00:10,e6c1f975-41d3-49ee-82e9-cd46b6ca2c2e,24510
224,2155840,6b84065189a421f2,2020-08-05 17:40:09,d79eb386-7abf-4e16-aa3f-7cfb44e654c4,11013
225,4289083,424ca50a8e894bf2,2020-08-05 01:35:08,a200577c-601c-4fd5-8a8f-a2550469d848,12331
226,3690079,f9a7f965ab0e5c9a,2020-07-16 10:25:05,ef8a7971-72f2-4b68-80ba-061bddb9cc47,2925
227,4023312,8006d37a4079f003,2020-07-03 11:25:07,0261dc52-9f62-4b01-8598-6c37c1945400,3534
230,4239103,ac35f3a14933ee63,2020-07-04 07:25:13,80272c52-3635-4531-b843-3c27217bd2bf,30045
231,4279658,3bdb2b7cf5c94fa0,2020-07-29 16:40:12,595dd0c7-e147-412c-9e05-13fa3a8b7582,26261
233,4287757,1e39319c068ca122,2020-08-04 11:35:12,5285b05f-ebe3-4605-acdb-8b2176a465d0,16323
234,4251706,1a9bab550013baef,2020-07-13 05:01:08,52a0c4d8-c43a-46e2-8cb9-545bd6c008f4,2490
235,3795795,0d69b0dc1622f9e9,2020-08-01 18:15:08,0a7fa589-3754-45e5-850e-8b870dea6d32,4108
236,2886901,3c8bf9a5e8dfbb91,2020-06-24 10:40:06,b4139289-258f-4fe5-8403-36e8945a3719,17643
237,4249889,4cc5bdd95496ec23,2020-07-10 16:30:18,a23499cc-4cdb-480b-b85d-99b1c1effe08,15851
238,4276355,b093b7e5e1157e54,2020-07-27 19:10:08,54771d84-6af9-4e07-83c1-8abc64ce5c18,7004
239,4201699,f53aae72d8bb34f7,2020-07-07 15:35:30,1e174ec4-4923-4487-a203-396ce1d2b56f,30636
240,4248224,42f296db5bd431ec,2020-07-11 09:25:07,e2fc58c2-1c22-44b2-b259-b309f8f1ccd8,7837
241,4274998,ac0497b513b2c822,2020-07-26 08:25:13,8f171900-97a9-4f88-a032-08cba142ee34,10087
242,3830087,e6533aac86ba2090,2020-07-12 12:25:08,acb0ef8f-4412-4ca2-96ae-3fd8a83e2ae9,15658
243,2359566,e09da0e57de2041b,2020-07-02 11:05:10,e8e067fb-91b6-4e32-8290-43342f6879b5,29523
244,4246325,5ee9cb8cea1a3dba,2020-07-12 18:45:10,a491eb3d-7175-43d3-9823-d7a91372edc7,11635
245,666804,48dd363d5aa0ec62,2020-06-26 09:25:09,1eb2dfdc-9f4d-46ef-b021-2814c54f5206,11634
246,4239692,eb13a64661330a44,2020-07-04 19:40:06,4a568196-fce6-45aa-b48e-7560ee9a6a74,12422
247,4275622,cb3eff7aa41201a7,2020-07-26 17:15:07,c0b27ad2-ec19-4008-8828-5e78c6cc13ff,14719
248,4276792,6330fa244c2dc6ae,2020-07-27 12:05:16,1ee158a3-d6a2-4ab9-9039-242cac6ee127,7625
249,4240460,f7881022f9e6896d,2020-07-06 13:35:09,ccef0362-1bbd-4b1a-bbd4-b832e4711377,28005
251,4264676,ed9998801ab74e82,2020-07-19 19:00:16,05a03266-28b9-4f2e-9737-fdb2fe009fac,29088
252,4267737,e42b12fcefda9723,2020-07-21 13:10:03,4f410c3a-67b8-4cb8-b452-f8b05d370737,6241
254,4166026,ae0f84ee7f84b965,2020-07-29 10:00:34,8b9b4873-2b04-40e3-9263-6d9755a15c1b,11078
